# In Stock,# En stock
# Req'd Items,#  rticles Requis
%  Delivered,% Livré
%  mount Billed,% Montant Facturé
% Billed,% Facturé
% Complete,%  chevée
% Complete Method,% Méthode Complète
% Completed,% Complété
% Delivered,% Livré
% Finished Item Quantity,% de l' rticle fabriqué
% Installed,% Installé
% Occupied,% d'occupation
% Of Grand Total,% Du grand total
% Ordered,% Commandé
% Picked,% choisi
% Process Loss,% de perte de processus
% Progress,% de Progression
% Received,% Reçu
% Returned,% retourné
% Utilization (B + NB) / T,% Utilisation (B + NB) / T
% of materials billed against this Sales Order,% de matériaux facturés pour cette Commande Client
% of materials delivered against this Delivery Note,% de matériaux livrés pour ce Bon de Livraison
% of materials delivered against this Pick List,% d'articles livrés par rapport à cette liste de sélection
% of materials delivered against this Sales Order,% de matériaux livrés pour cette Commande Client
Warehouse where you are maintaining stock of rejected items,L'entrepôt où vous conservez le stock d'objets refusés
Warehouse wise Item Balance  ge and Value,Balance des articles par entrepôt
Warehouse wise Stock Value,Valeur de Stock par Entrepôt
Warehouse {0} can not be deleted as quantity exists for Item {1},L'entrepôt {0} ne peut pas être supprimé car il existe une quantité pour l' rticle {1}
Warehouse {0} does not belong to Company {1}.,L'entrepôt {0} n'appartient pas à l'entreprise {1}.
Warehouse {0} does not belong to company {1},L'entrepôt {0} n'appartient pas à la société {1}
Warehouse {0} does not exist,L'entrepôt {0} n'existe pas
"Warehouse {0} is not linked to any account"",""please mention the account in the warehouse record or set default inventory account in company {1}.","L'entrepôt {0} n'est lié à aucun compte, veuillez mentionner le compte dans l'enregistrement d'entrepôt ou définir le compte d'inventaire par défaut dans l'entreprise {1}."
Warehouse's Stock Value has already been booked in the following accounts:,La valeur de stock de l'entrepôt a déjà été comptabilisée dans les comptes suivants :
Warehouse: {0} does not belong to {1},Entrepôt: {0} n'appartient pas à {1}
Warehouses,Entrepôts
Warehouses with child nodes cannot be converted to ledger,Les entrepôts avec nœuds enfants ne peuvent pas être convertis en livre
Warehouses with existing transaction can not be converted to group.,Les entrepôts avec des transactions existantes ne peuvent pas être convertis en groupe.
Warehouses with existing transaction can not be converted to ledger.,Les entrepôts avec des transactions existantes ne peuvent pas être convertis en livre.
Warn,vertir
Warn POs,vertir lors des Commande d' chat
Warn Purchase Orders,vertir lors de Bons de Commande
Warn RFQs,vertir lors des  ppels d'Offres
Warn for new Purchase Orders,vertir lors des nouveaux Bons de Commande
Warn for new Request for Quotations,vertir lors d'une nouvelle Demande de Devis
Warning,vertissement
Warning - Row {0}: Billing Hours are more than  ctual Hours,vertissement - Ligne {0} : Les heures de facturation sont supérieures aux heures réelles
Warning on Negative Stock,vertissement sur Stock Négatif
Warning!,vertissement!
Warning:  nother {0} # {1} exists against stock entry {2},ttention : Un autre {0} {1} # existe pour l'écriture de stock {2}
Warning: Insufficient leave balance for Leave Type {0} in this allocation.,vertissement: Laisser le type {0} est insuffisant dans cette allocation.
Warning: Insufficient leave balance for Leave Type {0}.,vertissement: Le solde du congé est insuffisant pour quitter le type {0}.
Warning: Invalid SSL certificate on attachment {0},ttention : certificat SSL non valide sur la pièce jointe {0}
Warning: Invalid attachment {0},ttention : Pièce jointe non valide {0}
Warning: Leave application contains following block dates,ttention : la demande de congé contient les dates bloquées suivantes
Warning: Material Requested Qty is less than Minimum Order Qty,ttention : La Quantité de Matériel Commandé est inférieure à la Qté Minimum de Commande
Warning: Sales Order {0} already exists against Customer's Purchase Order {1},ttention : La Commande Client {0} existe déjà pour la Commande d' chat du Client {1}
Warning: System will not check overbilling since amount for Item {0} in {1} is zero,ttention : Le système ne vérifie pas la surfacturation car le montant pour l' rticle {0} dans {1} est nul
Warning: {0} already has an active Shift  ssignment {1} for some/all of these dates.,ttention : {0} a déjà un devoir Shift {1} actif pour certaines ou toutes ces dates.
Warranty,garantie
Warranty /  MC Details,Garantie / Détails  MC
Warranty /  MC Status,Garantie / Statut  MC
Warranty Claim,Réclamation de Garantie
Warranty Claim against Serial No.,Réclamation de Garantie pour le N° de Série.
Warranty Expiry Date,Date d'Expiration de la Garantie
Warranty Period (Days),Période de Garantie (Jours)
Warranty Period (in days),Période de Garantie (en jours)
Watch Intro,Regarder l'intro
Watch Video,Regarder la vidéo
Water  nalysis,nalyse de l'eau
Water  nalysis Criteria,Critères d'analyse de l'eau
We're here to help!,Nous sommes là pour vous aider!
Weather,Météo
Weather Parameter,Paramètre météo
Webhook ID,ID du webhook
Webhooks,Webhooks
Webhooks Details,Détails des webhooks
Webhooks Secret,Secret Webhooks
Website,Site Web
Website  ttribute,ttribut de site Web
Website Content,Contenu du site Web
Website Description,Description du Site Web
Website Filter Field,Champ de filtrage de site Web
Website Image,Image du site
Website Image should be a public file or website URL,L'Image du Site Web doit être un fichier public ou l'URL d'un site web
Website Image {0} attached to Item {1} cannot be found,Image pour le Site Web {0} attachée à l' rticle {1} ne peut pas être trouvée
Website Item Group,Groupe d' rticles du Site Web
Website Item Groups,Groupes d' rticles du Site Web
Website Listing,Liste du site Web
Website Manager,Responsable du Site Web
Website Script,Script du Site web
Website Settings,Paramètres du Site web
Website Specifications,Spécifications du Site Web
Website Theme,Thème du Site Web
Website URL,URL de site web
Website Warehouse,Entrepôt du Site Seb
Wednesday,Mercredi
Week,Semaine
Week {0} {1},Semaine {0} {1}
Weekday,Jour de la semaine
Weekends,Fins de semaine
Weekly,Hebdomadaire
Weekly Off,Jours de Congé Hebdomadaire
Weekly Time to send,Heure hebdomadaire d'envoi
Weight,Poids
Weight (In Kilogram),Poids (En Kilogramme)
Weight (kg),Poids (kg)
Weight Per Unit,Poids par unité
Weight UOM,UdM de Poids
"Weight is mentioned"",""\nPlease mention """"Weight UOM"""" too","Poids est mentionné,\nVeuillez aussi mentionner """"UdM de Poids"
Weightage,Poids
Weightage (%),Poids (%)
Weighting Function,Fonction de Pondération
Welcome email sent,Email de bienvenue envoyé
Welcome to ERPNext,Bienvenue sur ERPNext
Welcome to {0},Bienvenue sur {0}
What do you need help with?,vec quoi avez vous besoin d'aide ?
What does it do?,Qu'est-ce que ça fait ?
What's New,Quoi de neuf
Whats pp,Whats pp
Wheels,Roues
"When creating an Item"",""entering a value for this field will automatically create an Item Price at the backend.","Lors de la création d'un article, entrer une valeur pour ce champ créera automatiquement un prix d'article en arrière-plan."
Where manufacturing operations are carried.,Là où les opérations de production sont réalisées.
Whereas allocation for Compensatory Leaves is automatically created or updated on submission of Compensatory Leave Request.,lors que la répartition des congés compensatoires est automatiquement créée ou mise à jour à la suite de la soumission de la demande de congés compensatoires.
"While creating account for Child Company {0}"",""parent account {1} found as a ledger account.","Lors de la création du compte pour l'entreprise enfant {0}, le compte parent {1} a été trouvé en tant que compte du grand livre."
"While making Purchase Invoice from Purchase Order"",""use Exchange Rate on Invoice's transaction date rather than inheriting it from Purchase Order. Only applies for Purchase Invoice.","Lors de la création d'une facture d'achat à partir d'une commande d'achat, utiliser le taux de change à la date de transaction de la facture plutôt que de l'hériter de la commande d'achat. S'applique seulement à la facture d'achat."
White,blanc
Why do think this Item should be removed?,Pourquoi pensez-vous que cet élément devrait être supprimé?
Why is this Candidate Qualified for this Position?,Pourquoi ce candidat est-il qualifié pour ce poste ?
Widow,Veuve
Widowed,Veuf
Width (cm),Largeur (cm)
Width of amount in word,Largeur du montant en toutes lettres
Will also apply for variants,S'appliquera également pour les variantes
Will also apply for variants unless overrridden,S'appliquera également pour des variantes sauf si remplacé
Wire Transfer,Virement
With Items,vec  rticles
With Operations,vec des Opérations
With Payment of Tax,vec paiement de la taxe
With Period Closing Entry For Opening Balances,vec écriture de clôture de période pour les soldes d'ouverture
Withdrawal,Retrait
Withdrawn,Retiré
Without Payment of Tax,Sans paiement de taxe
WooCommerce Products,Produits WooCommerce
Woocommerce Server URL,URL du Serveur Woocommerce
Woocommerce Settings,Paramètres Woocommerce
Work  ddress,dresse du Bureau
Work  nniversaries,nniversaires de travail
Work  nniversary Reminder,Rappel d' nniversaire de Travail
Work Done,Travaux Effectués
Work End Date,Date de fin du travail
Work From Date,Date de début du travail
Work From Home,Télétravail
Work In Progress,Travaux en cours
Work In Progress Warehouse,Entrepôt de travaux en cours
Work Order,Ordre de fabrication
Work Order  nalysis,nalyse des bons de travail
Work Order / Subcontract PO,Ordre de travail / PO de sous-traitance
Work Order Consumed Materials,Matériaux consommés de l'ordre de travail
Work Order Item,rticle d'ordre de fabrication
Work Order Operation,Opération d'ordre de fabrication
Work Order Qty,Qté de l'ordre de fabrication
Work Order Qty  nalysis,nalyse de la quantité des bons de travail
Work Order Stock Report,Rapport de stock d'ordre de fabrication
Work Order Summary,Résumé de l'ordre de fabrication
Work Order already created for all items with BOM,Ordre de fabrication déjà créé pour tous les articles avec une nomenclature
Work Order cannot be created for following reason: <br> {0},L'ordre de fabrication ne peut pas être créé pour la raison suivante:<br> {0}
Work Order cannot be raised against a Item Template,Un ordre de fabrication ne peut pas être créé pour un modèle d'article
Work Order has been {0},L'ordre de fabrication a été {0}
Work Order not created,Ordre de fabrication non créé
Work Order {0} must be cancelled before cancelling this Sales Order,L'ordre de fabrication {0} doit être annulé avant d'annuler cette commande client
Work Order {0} must be submitted,L'ordre de fabrication {0} doit être soumis
Work Order {0}: Job Card not found for the operation {1},Bon de travail {0}: carte de travail non trouvée pour l'opération {1}
Work Orders,Bons de travail
Work Orders Created: {0},Ordres de travail créés: {0}
Work Orders in Progress,Ordres de travail en cours
Work References,Références de travail
Work Summary for {0},Résumé de travail de {0}
Work in Progress,Travaux En Cours
Work-in-Progress Warehouse,Entrepôt des Travaux en Cours
Work-in-Progress Warehouse is required before Submit,L'entrepôt des Travaux en Cours est nécessaire avant de Valider
Workday,Journée de travail
Workday {0} has been repeated.,La journée de travail {0} a été répétée.
Worked On Holiday,Travail en vacances
Workflow,Flux de Travail
Workflow  ction,ction du Flux de Travail
Workflow State,État du Flux de Travail
Working,Travail en cours
Working Days,Jours Ouvrables
Working Days and Hours,Jours de travail et heures
Working Hours,Heures de travail
Working Hours Calculation Based On,Calcul des heures de travail basé sur
Working Hours Threshold for  bsent,Seuil des heures de travail pour absent
Working Hours Threshold for Half Day,Seuil des heures de travail pour une demi-journée
Working hours below which  bsent is marked. (Zero to disable),Heures de travail en dessous desquelles  bsent est marqué. (Zéro à désactiver)
Working hours below which Half Day is marked. (Zero to disable),Heures de travail en dessous desquelles la demi-journée est marquée. (Zéro à désactiver)
Worksheet Instructions,Instructions sur la feuille de travail
Worksheet Print,Impression de feuille de travail
Workshop,telier
Workstation,Station de travail
Workstation / Machine,Poste de travail / machine
Workstation Dashboard,Tableau de bord du poste de travail
Workstation Name,Nom de la station de travail
Workstation Status,Statut du poste de travail
Workstation Type,Type de poste de travail
Workstation Working Hour,Heures de travail de la station de travail
Workstation is closed on the following dates as per Holiday List: {0},La station de travail est fermée aux dates suivantes d'après la liste de vacances : {0}
Workstations,Postes de travail
Wrapping up,Emballer
Write Off,Reprise
Write Off  ccount,Compte de Reprise
Write Off  mount,Montant radié
Write Off  mount (Company Currency),Montant de la Reprise (Devise Société)
Write Off Based On,Reprise Basée Sur
Write Off Cost Center,Centre de Coûts des Reprises
Write Off Difference  mount,Montant de la Différence de la Reprise
Write Off Entry,Écriture de Reprise
Write Off Limit,Limite d'annulation
Write Off Outstanding  mount,Encours de Reprise
Write off,Reprise
Writeoff,Écrire
Written Down Value,Valeur comptable nette
Wrong,Faux
Wrong Company,Mauvaise entreprise
Wrong Password,Mauvais mot de passe
Wrong Template,Mauvais modèle
XML Files Processed,Fichiers XML traités
